EDS1,,YDR277C,YDR342C,YDR343C,YDR345C,YGL035C,YHR092C,YHR094C,YJL133C-A,YKR075C,YLR224W,YOR062C,YOR063W,YPL024W,YPL026C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGT1,,YDR277C,YDR309C,YDR342C,YDR343C,YDR345C,YDR347W,YDR348C,YDR349C,YDR358W,YDR370C,YER028C,YER030W,YER035W,YFR053C,YGL035C,YGL157W,YGL209W,YGR138C,YGR140W,YHR087W,YHR092C,YHR094C,YHR097C,YJL133C-A,YJL210W,YKR075C,YLR108C,YLR109W,YLR223C,YLR224W,YMR011W,YMR290C,YMR291W,YNL065W,YOR047C,YOR049C,YOR051C,YOR062C,YOR063W,YOR269W,YPL024W,YPL026C
LYS14,,YDL181W,YDL182W,YDR234W,YGR239C,YIL056W,YIL094C,YIR035C,YIR036C,YIR037W,YJL079C,YJL200C,YNR050C,YNR056C,YNR057C,YNR058W,YOL019W,YPR074C,,,,,,,,,,,,,,,,,,,,,,,,,
